Date,Day,NetWorth,Cash,Shares
2020-06-17,382,9054.68214169874,9054.68214169874,0
2020-06-18,383,9054.68214169874,9054.68214169874,0
2020-06-19,384,9054.68214169874,9054.68214169874,0
2020-06-22,385,9054.68214169874,9054.68214169874,0
2020-06-23,386,9054.68214169874,9054.68214169874,0
2020-06-24,387,9054.68214169874,9054.68214169874,0
2020-06-25,388,9054.68214169874,9054.68214169874,0
2020-06-26,389,9054.68214169874,9054.68214169874,0
2020-06-29,390,9054.68214169874,9054.68214169874,0
2020-06-30,391,9054.68214169874,9054.68214169874,0
2020-07-01,392,9054.68214169874,9054.68214169874,0
2020-07-02,393,9054.68214169874,9054.68214169874,0
2020-07-03,394,9054.68214169874,9054.68214169874,0
2020-07-06,395,9054.68214169874,9054.68214169874,0
2020-07-07,396,9054.68214169874,9054.68214169874,0
2020-07-08,397,9054.68214169874,9054.68214169874,0
2020-07-09,398,9054.68214169874,9054.68214169874,0
2020-07-10,399,9054.68214169874,9054.68214169874,0
2020-07-13,400,9054.68214169874,9054.68214169874,0
2020-07-14,401,9054.68214169874,9054.68214169874,0
2020-07-15,402,9054.68214169874,9054.68214169874,0
2020-07-16,403,9054.68214169874,9054.68214169874,0
2020-07-17,404,9054.68214169874,9054.68214169874,0
2020-07-20,405,9054.68214169874,9054.68214169874,0
2020-07-21,406,9054.68214169874,9054.68214169874,0
2020-07-22,407,9054.68214169874,9054.68214169874,0
2020-07-23,408,9054.68214169874,9054.68214169874,0
2020-07-24,409,9054.68214169874,9054.68214169874,0
2020-07-27,410,9054.68214169874,9054.68214169874,0
2020-07-28,411,9054.68214169874,9054.68214169874,0
2020-07-29,412,9054.68214169874,9054.68214169874,0
2020-07-30,413,9054.68214169874,7243.74571335899,1.29282420139049
2020-07-31,414,9016.84117732404,7243.74571335899,1.29282420139049
2020-08-03,415,8951.29499031354,8951.29499031354,0
2020-08-04,416,8951.29499031354,8951.29499031354,0
2020-08-05,417,8951.29499031354,8951.29499031354,0
2020-08-06,418,8951.29499031354,8951.29499031354,0
2020-08-07,419,8951.29499031354,8951.29499031354,0
2020-08-10,420,8951.29499031354,8951.29499031354,0
2020-08-11,421,8951.29499031354,8951.29499031354,0
2020-08-12,422,8951.29499031354,8951.29499031354,0
2020-08-13,423,8951.29499031354,8951.29499031354,0
2020-08-14,424,8951.29499031354,8951.29499031354,0
2020-08-17,425,8951.29499031354,8951.29499031354,0
2020-08-18,426,8951.29499031354,8951.29499031354,0
2020-08-19,427,8951.29499031354,8951.29499031354,0
2020-08-20,428,8951.29499031354,8951.29499031354,0
2020-08-21,429,8951.29499031354,8951.29499031354,0
2020-08-24,430,8951.29499031354,8951.29499031354,0
2020-08-25,431,8951.29499031354,8951.29499031354,0
2020-08-26,432,8951.29499031354,8951.29499031354,0
2020-08-27,433,8951.29499031354,8951.29499031354,0
2020-08-28,434,8951.29499031354,8951.29499031354,0
2020-08-31,435,8951.29499031354,7161.03599225084,1.25137806285532
2020-09-01,436,8933.90083523986,7161.03599225084,1.25137806285532
2020-09-02,437,8940.83346970807,7161.03599225084,1.25137806285532
2020-09-03,438,8931.57327204294,7161.03599225084,1.25137806285532
2020-09-04,439,8882.30651770833,7161.03599225084,1.25137806285532
2020-09-07,440,8873.87222956469,7161.03599225084,1.25137806285532
2020-09-08,441,8857.34152535437,7161.03599225084,1.25137806285532
2020-09-09,442,8822.46561874259,7161.03599225084,1.25137806285532
2020-09-10,443,8823.72951058607,7161.03599225084,1.25137806285532
2020-09-11,444,8821.68976434362,7161.03599225084,1.25137806285532
2020-09-14,445,8813.91870657329,7161.03599225084,1.25137806285532
2020-09-15,446,8796.28678966766,7161.03599225084,1.25137806285532
2020-09-16,447,8815.40784646809,7161.03599225084,1.25137806285532
2020-09-17,448,8802.0931838793,7161.03599225084,1.25137806285532
2020-09-18,449,8769.79511607701,7161.03599225084,1.25137806285532
2020-09-21,450,8787.91507042715,7161.03599225084,1.25137806285532
2020-09-22,451,8767.40498397696,7161.03599225084,1.25137806285532
2020-09-23,452,8758.98320961394,7161.03599225084,1.25137806285532
2020-09-24,453,8745.33067494819,7161.03599225084,1.25137806285532
2020-09-25,454,8718.36347769366,7161.03599225084,1.25137806285532
2020-09-28,455,8756.43039836571,7161.03599225084,1.25137806285532
2020-09-29,456,8751.28723452738,7161.03599225084,1.25137806285532
2020-09-30,457,8740.93833794757,7161.03599225084,1.25137806285532
2020-10-01,458,8787.41451920201,7161.03599225084,1.25137806285532
2020-10-05,459,8815.1951121974,7161.03599225084,1.25137806285532
2020-10-06,460,8819.31214602419,8819.31214602419,0
2020-10-07,461,8819.31214602419,8819.31214602419,0
2020-10-08,462,8819.31214602419,8819.31214602419,0
2020-10-09,463,8819.31214602419,8819.31214602419,0
2020-10-12,464,8819.31214602419,8819.31214602419,0
2020-10-13,465,8819.31214602419,8819.31214602419,0
2020-10-14,466,8819.31214602419,8819.31214602419,0
2020-10-15,467,8819.31214602419,8819.31214602419,0
2020-10-16,468,8819.31214602419,8819.31214602419,0
